model,Original_MAE,Reversed_MAE,Shuffled_MAE,Friedman_p,Kendall_W,Friedman_chi2
CNN1D,4.62846993476604,4.600099395251011,4.508921464670554,0.7918895663367922,0.007777777777777336,0.46666666666664014
CNN1D_FLAT,2.659026739938687,2.671012660786363,3.4014396096161614,4.425341322967492e-08,0.5644444444444445,33.866666666666674
