model,MAE_days,RMSE_days,R2,bias_days,median_AE_days,within_1d_pct,within_2d_pct,within_3d_pct
CNN1D,4.571914652930667,5.623247373562368,0.21438730374469395,0.022471324836063837,4.001829783121745,12.727272727272727,25.151515151515152,40.15151515151515
